key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
30002,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b110/dunsea1b110",4293363,93,"Colosseum#0",0,"",,"BNpcBase#4100","Breach the aetherial fields","Remain here.",0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,8,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30003,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_Boss.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b210/dunsea1b210",4294907,94,"Colosseum#0",0,"",,"BNpcBase#0","","Defeat <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>",0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,8,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30004,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b310/dunsea1b310",4294864,95,"Colosseum#0",0,"","","BNpcBase#4200","Power the Allagan terminal","???",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30005,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","",4374569,96,"Colosseum#0",0,"","","BNpcBase#4300","Slay all the enemies","Duty Progress",0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,8,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30006,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunsea/dunsea1b510/dunsea1b510",4294951,97,"Colosseum#0",0,"",,"BNpcBase#0","","Leave duty?",0,0,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,8,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30007,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b110/dunfst1b110",4616593,98,"Colosseum#0",0,"",,"BNpcBase#5600","Destroy the dark matter cluster","Select a destination.
Current Location: <Highlight>StringParameter(1)</Highlight>",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30008,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","",4646974,99,"Colosseum#0",0,"",,"BNpcBase#5700","Destroy the maintenance modules","Starting Point",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30009,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b320/dunfst1b320",4649327,100,"Colosseum#0",0,"",,"BNpcBase#5800","Open the frontal bulkhead","Cancel",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30010,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Neal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b420/dunfst1b420",0,101,"Colosseum#0",0,"",,"BNpcBase#5900","1 second","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30011,"InstanceContentType#1",0,120,False,"music/ffxiv/BGM_Con_CrystalTower_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1r210/dunlak1r210",4723161,102,"Colosseum#0",0,"",,"BNpcBase#6300","My defeat...means nothing... Darkness...shall devour all...","Exit alone.",0,0,50,0,56060,0,0,40,0,0,10190,15290,20390,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,135900,0,77,"InstanceContentRewardItem#95",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30012,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b111/dunfst1b111",4616593,103,"Colosseum#0",0,"",,"BNpcBase#5600","Destroy the dark matter cluster","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30013,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","",4646974,104,"Colosseum#0",0,"",,"BNpcBase#5700","Destroy the maintenance modules","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30014,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b321/dunfst1b321",4649327,105,"Colosseum#0",0,"",,"BNpcBase#5800","Open the frontal bulkhead","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30015,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Neal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunfst/dunfst1b421/dunfst1b421",0,106,"Colosseum#0",0,"",,"BNpcBase#5900","1 second","",0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30016,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b110/dunwil1b110",4894217,107,"Colosseum#0",0,"",,"BNpcBase#6900","Breach the Neurokinetic Linkup","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30017,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_v2.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b210/dunwil1b210",4895391,108,"Colosseum#0",0,"",,"BNpcBase#7000","Deactivate the Allagan fields","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30018,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_Bigboss1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b310/dunwil1b310",0,109,"Colosseum#0",0,"","They're forming a defensive line!","BNpcBase#0","","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30019,"InstanceContentType#1",0,90,False,"music/ffxiv/BGM_Con_Bahamut_Bigboss0.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunwil/dunwil1b410/dunwil1b410",0,110,"Colosseum#0",0,"","Their foul magicks protect him! Your attacks amount to naught!","BNpcBase#7200","1 second","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30020,"InstanceContentType#1",0,120,False,"music/ffxiv/BGM_Con_CrystalTower_03.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/dunlak/dunlak1r310/dunlak1r310",5032239,111,"Colosseum#0",0,"","","BNpcBase#7400","Grrraaaaaawr!","Exit with party.",0,0,50,0,74750,0,0,40,0,0,13590,20390,27180,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,135900,0,18,"InstanceContentRewardItem#120",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30021,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a110/dunalx1a110",5787758,112,"Colosseum#0",0,"",,"BNpcBase#9200","Arrive in Hangar 8","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,55,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30022,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a210/dunalx1a210",5787830,113,"Colosseum#0",0,"","","BNpcBase#9300","Slay the Gordian goblins","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,56,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30023,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a310/dunalx1a310",5787952,114,"Colosseum#0",0,"",,"BNpcBase#9400","Arrive at Condensate Demineralizer #9","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,57,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30024,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1a410/dunalx1a410",0,115,"Colosseum#0",0,"",,"BNpcBase#0","","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,58,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30025,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b110/dunalx1b110",5911087,116,"Colosseum#0",0,"",,"BNpcBase#9201","Arrive in Hangar 8","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30026,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b210/dunalx1b210",5908675,117,"Colosseum#0",0,"","","BNpcBase#9303","Slay the Gordian goblins","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30027,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b310/dunalx1b310",5911896,118,"Colosseum#0",0,"",,"BNpcBase#9400","Arrive at Condensate Demineralizer #9","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30028,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx1b410/dunalx1b410",0,119,"Colosseum#0",0,"",,"BNpcBase#0","","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30029,"InstanceContentType#1",0,120,False,"music/ex1/BGM_EX1_Makosen_Nomal.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r110/dunzon2r110",5965023,120,"Colosseum#0",0,"","","BNpcBase#9600","Graaaaaaaaar!","",0,0,50,0,105490,0,0,40,22,8,19180,28770,38360,0,0,10,20,30,0,0,8,12,18,0,0,0,0,0,0,0,191800,0,50,"InstanceContentRewardItem#122",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30030,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a110/dunalx2a110",6177867,136,"Colosseum#0",0,"",,"BNpcBase#10100","Goblixer Sample","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30031,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a210/dunalx2a210",6177897,137,"Colosseum#0",0,"","Defeat the king behemoth","BNpcBase#10200","Commencing auto-clean!","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30032,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a310/dunalx2a310",6177869,138,"Colosseum#0",0,"",,"BNpcBase#10300","Pshhhkohhh... Uplanders backstrike well... Too well...","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30033,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2a410/dunalx2a410",0,139,"Colosseum#0",0,"","Defeat Phlegethon","BNpcBase#10600","Illegal operation detected...
Contaminant must be purged...
Commence auto-clean!","",0,0,100,0,26160,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,62,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30034,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b110/dunalx2b110",6184203,147,"Colosseum#0",0,"",,"BNpcBase#10100","Pssshkoh... The time is come! Ripcrush intruders!","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30035,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b210/dunalx2b210",6184207,148,"Colosseum#0",0,"","Defeat the king behemoth","BNpcBase#10200","Commencing auto-clean!","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30036,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b310/dunalx2b310",6184214,149,"Colosseum#0",0,"",,"BNpcBase#10300","Pshhhkohhh... Uplanders backstrike well... Too well...","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30037,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex03.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx2b410/dunalx2b410",0,150,"Colosseum#0",0,"","Defeat Phlegethon","BNpcBase#10600","Illegal operation detected...
Contaminant must be purged...
Commence auto-clean!","",0,0,100,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30038,"InstanceContentType#1",0,120,False,"music/ex1/BGM_EX1_Makosen_Nomal02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r210/dunzon2r210",6256395,168,"Colosseum#0",0,"","","BNpcBase#12700","Magic Charge","",0,0,50,0,131860,0,0,40,22,8,23970,35960,47950,0,0,10,20,30,0,0,8,12,18,0,0,0,0,0,0,0,191800,0,81,"InstanceContentRewardItem#161",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30039,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a110/dunalx3a110",6526593,186,"Colosseum#0",0,"",,"BNpcBase#13400","Main hull reassembly","",0,0,100,0,26160,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30040,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a210/dunalx3a210",6493954,187,"Colosseum#0",0,"",,"BNpcBase#13500","Pssshkoh... Lamebrix does not...<cough>...get enough jinglyshine for...<cough>...this...","",0,0,100,0,26160,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30041,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a310/dunalx3a310",6531769,188,"Colosseum#0",0,"",,"BNpcBase#13600","Northwestern multifield","",0,0,100,0,26160,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,0,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30042,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3a415/dunalx3a415",0,189,"Colosseum#0",0,"",,"BNpcBase#13700","Judgment has been rendered... The verdict of history is...","",0,0,100,0,26160,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174400,0,96,"InstanceContentRewardItem#15",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30043,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b110/dunalx3b110",6480216,190,"Colosseum#0",0,"",,"BNpcBase#13400","Main hull reassembly","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30044,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b220/dunalx3b220",6493963,191,"Colosseum#0",0,"",,"BNpcBase#13500","Pssshkoh... Lamebrix does not...<cough>...get enough jinglyshine for...<cough>...this...","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",30043,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30045,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex06.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b320/dunalx3b320",6485748,192,"Colosseum#0",0,"",,"BNpcBase#13600","Northwestern multifield","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",30043,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30046,"InstanceContentType#1",0,90,False,"music/ex1/BGM_EX1_Alex07.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunalx/dunalx3b410/dunalx3b410",0,193,"Colosseum#0",0,"",,"BNpcBase#13700","Judgment has been rendered... The verdict of history is...","",0,0,100,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"InstanceContentRewardItem#100",False,0,6,"InstanceContentBuff#1",30043,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30047,"InstanceContentType#1",0,120,False,"music/ex1/BGM_EX1_Makosen_Field01.scd","music/ffxiv/BGM_System_WinLoop.scd","ex1/dunzon/dunzon2r310/dunzon2r310",6610728,220,"Colosseum#0",0,"","","BNpcBase#14100","Such defenses will be difficult to pierce...
But mind not his boasts! A persistent assault will prevail!","",0,0,50,0,131860,0,0,40,30,10,23970,35960,47950,0,0,10,20,30,0,0,10,15,25,0,0,0,0,0,0,0,191800,0,102,"InstanceContentRewardItem#175",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30048,"InstanceContentType#0",0,0,False,"","","",0,0,"Colosseum#0",0,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",False,0,0,"InstanceContentBuff#0",0,"InstanceContent#0",0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30049,"InstanceContentType#1",0,90,False,"music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a110/dunomg1a110",0,252,"Colosseum#0",0,"",,"BNpcBase#0","","",0,0,100,0,41700,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,0,107,"InstanceContentRewardItem#10",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30050,"InstanceContentType#1",0,90,False,"music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a210/dunomg1a210",0,253,"Colosseum#0",0,"",,"BNpcBase#17600","Grrraaarrrghhh! You no like ground? I make you fly!","",0,0,100,0,41700,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,0,108,"InstanceContentRewardItem#10",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
30051,"InstanceContentType#1",0,90,False,"music/ex2/BGM_EX2_Omega_02.scd","music/ffxiv/BGM_System_WinLoop.scd","ex2/dunomg/dunomg1a310/dunomg1a310",0,254,"Colosseum#0",0,"",,"BNpcBase#17700","Now then, let us have a race. Run, run, as fast as you can!","",0,0,100,0,41700,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,0,109,"InstanceContentRewardItem#10",False,0,0,"InstanceContentBuff#1",0,,0,0,0,0,0,False,0,0,0,0,0,0,False,0,0,False
